concept:name,timestamp,time:timestamp,case:label,case:concept:name,org:resource
Purchase SC,,01.01.10 07:40,normal,38,Paul
Approve SC,,01.01.10 07:42,normal,38,Hugo
Create PO,,01.01.10 07:43,normal,38,Ronald
Release PO,,01.01.10 07:45,normal,38,Deloras
Post GR,,01.01.10 07:46,normal,38,Micheline
Post IR,,01.01.10 07:48,normal,38,Brian
Pay,,01.01.10 07:49,normal,38,Lannie
Create SC,,01.01.10 07:50,normal,39,Jamika
Purchase SC,,01.01.10 07:52,normal,39,Paul
Approve SC,,01.01.10 07:53,normal,39,Hugo
Create PO,,01.01.10 07:55,normal,39,Wilton
Approve PO 1,,01.01.10 07:56,normal,39,Alpha
Approve PO 2,,01.01.10 07:58,normal,39,Ryan
Approve PO 3,,01.01.10 07:59,normal,39,Alyce
Release PO,,01.01.10 08:00,normal,39,Lannie
Post GR,,01.01.10 08:02,normal,39,Ryan
Post IR,,01.01.10 08:03,normal,39,Alyce
Pay,,01.01.10 08:05,normal,39,Lannie
Create SC,,01.01.10 08:06,normal,40,Jamika
Purchase SC,,01.01.10 08:08,normal,40,Paul
Approve SC,,01.01.10 08:09,normal,40,Hugo
Create PO,,01.01.10 08:11,normal,40,Ronald
Release PO,,01.01.10 08:12,normal,40,Deloras
Post GR,,01.01.10 08:13,normal,40,Sherell
Post IR,,01.01.10 08:15,normal,40,Alyce
Pay,,01.01.10 08:16,normal,40,Lannie
Create PR,,01.01.10 08:18,normal,41,Sonia
Release PR,,01.01.10 08:19,normal,41,Wilton
Create PO,,01.01.10 08:21,normal,41,Wilton
Approve PO 1,,01.01.10 08:22,normal,41,Chan
Release PO,,01.01.10 08:24,normal,41,Hassie
Post GR,,01.01.10 08:25,normal,41,Velda
Post IR,,01.01.10 08:26,normal,41,Brian
Pay,,01.01.10 08:28,normal,41,Lannie
Create SC,,01.01.10 08:29,Rework,42,Jamika
Purchase SC,,01.01.10 08:31,Rework,42,Paul
Approve SC,,01.01.10 08:32,Rework,42,Hugo
Create PO,,01.01.10 08:34,Rework,42,Wilton
Approve PO 1,,01.01.10 08:35,Rework,42,Chan
Release PO,,01.01.10 08:36,Rework,42,Deloras
Post GR,,01.01.10 08:38,Rework,42,Deloras
Post IR,,01.01.10 08:39,Rework,42,Howard
Pay,,01.01.10 08:41,Rework,42,Lannie
Post IR,,01.01.10 08:42,Rework,42,Howard
Pay,,01.01.10 08:44,Rework,42,Lannie
Create SC,,01.01.10 08:45,SkipSequence,43,Jamika
Purchase SC,,01.01.10 08:47,SkipSequence,43,Paul
Create PO,,01.01.10 08:48,SkipSequence,43,Wilton
Approve PO 1,,01.01.10 08:49,SkipSequence,43,Clayton
Release PO,,01.01.10 08:51,SkipSequence,43,Hassie
Post GR,,01.01.10 08:52,SkipSequence,43,Velda
Post IR,,01.01.10 08:54,SkipSequence,43,Brian
Pay,,01.01.10 08:55,SkipSequence,43,Lannie
Create SC,,01.01.10 08:57,normal,44,Jamika
Purchase SC,,01.01.10 08:58,normal,44,Paul
Approve SC,,01.01.10 09:00,normal,44,Hugo
Create PO,,01.01.10 09:01,normal,44,Keven
Approve PO 1,,01.01.10 09:02,normal,44,Doretta
Release PO,,01.01.10 09:04,normal,44,Hassie
Post GR,,01.01.10 09:05,normal,44,Velda
Post IR,,01.01.10 09:07,normal,44,Rossana
Pay,,01.01.10 09:08,normal,44,Lannie
Create SC,,01.01.10 09:10,normal,45,Jamika
Purchase SC,,01.01.10 09:11,normal,45,Paul
Approve SC,,01.01.10 09:12,normal,45,Hugo
Create PO,,01.01.10 09:14,normal,45,Ronald
Release PO,,01.01.10 09:15,normal,45,Deloras
Post GR,,01.01.10 09:17,normal,45,Lisa
Post IR,,01.01.10 09:18,normal,45,Marilyn
Pay,,01.01.10 09:20,normal,45,Lannie
Create SC,,01.01.10 09:21,normal,46,Jamika
Purchase SC,,01.01.10 09:23,normal,46,Shandi
Approve SC,,01.01.10 09:24,normal,46,Hugo
Create PO,,01.01.10 09:25,normal,46,Wilton
Approve PO 1,,01.01.10 09:27,normal,46,Issac
Approve PO 2,,01.01.10 09:28,normal,46,Sherell
Approve PO 3,,01.01.10 09:30,normal,46,Sherell
Release PO,,01.01.10 09:31,normal,46,Hassie
Post GR,,01.01.10 09:33,normal,46,Velda
Post IR,,01.01.10 09:34,normal,46,Rossana
Pay,,01.01.10 09:36,normal,46,Lannie
Create SC,,01.01.10 09:37,Early,47,Jamika
Approve PO 1,,01.01.10 09:38,Early,47,Doretta
Release PO,,01.01.10 09:40,Early,47,Grayce
Purchase SC,,01.01.10 09:41,Early,47,Paul
Approve SC,,01.01.10 09:43,Early,47,Hugo
Create PO,,01.01.10 09:44,Early,47,Wilton
Post GR,,01.01.10 09:46,Early,47,Lisa
Post IR,,01.01.10 09:47,Early,47,Johnny
Pay,,01.01.10 09:48,Early,47,Lannie
Create SC,,01.01.10 09:50,Rework,48,Jamika
Purchase SC,,01.01.10 09:51,Rework,48,Paul
Approve SC,,01.01.10 09:53,Rework,48,Hugo
Create PO,,01.01.10 09:54,Rework,48,Ronald
Release PO,,01.01.10 09:56,Rework,48,Grayce
Post GR,,01.01.10 09:57,Rework,48,Sherell
Post IR,,01.01.10 09:59,Rework,48,Alyce
Pay,,01.01.10 10:00,Rework,48,Lannie
Post IR,,01.01.10 10:01,Rework,48,Alyce
Pay,,01.01.10 10:03,Rework,48,Lannie
Create SC,,01.01.10 10:04,normal,49,Jamika
Purchase SC,,01.01.10 10:06,normal,49,Paul
Approve SC,,01.01.10 10:07,normal,49,Hugo
Create PO,,01.01.10 10:09,normal,49,Wilton
Approve PO 1,,01.01.10 10:10,normal,49,Clayton
Release PO,,01.01.10 10:12,normal,49,Hassie
Post GR,,01.01.10 10:13,normal,49,Velda
Post IR,,01.01.10 10:14,normal,49,Brian
Pay,,01.01.10 10:16,normal,49,Lannie
Create PR,,01.01.10 10:17,normal,50,Lisa
Release PR,,01.01.10 10:19,normal,50,Evelin
Create PO,,01.01.10 10:20,normal,50,Ronald
Release PO,,01.01.10 10:22,normal,50,Hassie
Post GR,,01.01.10 10:23,normal,50,Velda
Post IR,,01.01.10 10:24,normal,50,Rossana
Pay,,01.01.10 10:26,normal,50,Lannie
Create SC,,01.01.10 10:27,normal,51,Jamika
Purchase SC,,01.01.10 10:29,normal,51,Shandi
Approve SC,,01.01.10 10:30,normal,51,Hugo
Create PO,,01.01.10 10:32,normal,51,Wilton
Approve PO 1,,01.01.10 10:33,normal,51,Roseanne
Release PO,,01.01.10 10:35,normal,51,Hassie
Post GR,,01.01.10 10:36,normal,51,Velda
Post IR,,01.01.10 10:37,normal,51,Rossana
Pay,,01.01.10 10:39,normal,51,Lannie
Create SC,,01.01.10 10:40,normal,52,Jamika
Purchase SC,,01.01.10 10:42,normal,52,Paul
Approve SC,,01.01.10 10:43,normal,52,Hugo
Create PO,,01.01.10 10:45,normal,52,Keven
Approve PO 1,,01.01.10 10:46,normal,52,Clayton
Release PO,,01.01.10 10:48,normal,52,Hassie
Post GR,,01.01.10 10:49,normal,52,Velda
Post IR,,01.01.10 10:50,normal,52,Rossana
Pay,,01.01.10 10:52,normal,52,Lannie
Create SC,,01.01.10 10:53,normal,53,Jamika
Purchase SC,,01.01.10 10:55,normal,53,Paul
Approve SC,,01.01.10 10:56,normal,53,Hugo
Create PO,,01.01.10 10:58,normal,53,Wilton
Approve PO 1,,01.01.10 10:59,normal,53,Issac
Approve PO 2,,01.01.10 11:00,normal,53,Seth
Release PO,,01.01.10 11:02,normal,53,Hassie
Post GR,,01.01.10 11:03,normal,53,Velda
Post IR,,01.01.10 11:05,normal,53,Brian
Pay,,01.01.10 11:06,normal,53,Lannie
Create PR,,01.01.10 11:08,normal,54,Lisa
Release PR,,01.01.10 11:09,normal,54,Evelin
Create PO,,01.01.10 11:11,normal,54,Keven
Approve PO 1,,01.01.10 11:12,normal,54,Clayton
Release PO,,01.01.10 11:13,normal,54,Deloras
Post GR,,01.01.10 11:15,normal,54,Issac
Post IR,,01.01.10 11:16,normal,54,Alyce
Pay,,01.01.10 11:18,normal,54,Lannie
Create SC,,01.01.10 11:19,normal,55,Jamika
Purchase SC,,01.01.10 11:21,normal,55,Paul
Approve SC,,01.01.10 11:22,normal,55,Hugo
Create PO,,01.01.10 11:24,normal,55,Ronald
Release PO,,01.01.10 11:25,normal,55,Tiffiny
Post GR,,01.01.10 11:26,normal,55,Sherell
Post IR,,01.01.10 11:28,normal,55,Alyce
Pay,,01.01.10 11:29,normal,55,Lannie
Create SC,,01.01.10 11:31,normal,56,Jamika
Purchase SC,,01.01.10 11:32,normal,56,Paul
Approve SC,,01.01.10 11:34,normal,56,Hugo
Create PO,,01.01.10 11:35,normal,56,Wilton
Approve PO 1,,01.01.10 11:36,normal,56,Clayton
Release PO,,01.01.10 11:38,normal,56,Hassie
Post GR,,01.01.10 11:39,normal,56,Velda
Post IR,,01.01.10 11:41,normal,56,Rossana
Pay,,01.01.10 11:42,normal,56,Lannie
Create SC,,01.01.10 11:44,Rework,57,Jamika
Purchase SC,,01.01.10 11:45,Rework,57,Shandi
Approve SC,,01.01.10 11:47,Rework,57,Hugo
Create PO,,01.01.10 11:48,Rework,57,Wilton
Approve PO 1,,01.01.10 11:49,Rework,57,Doretta
Release PO,,01.01.10 11:51,Rework,57,Hassie
Post GR,,01.01.10 11:52,Rework,57,Velda
Post IR,,01.01.10 11:54,Rework,57,Rossana
Pay,,01.01.10 11:55,Rework,57,Lannie
Post GR,,01.01.10 11:57,Rework,57,Velda
Post IR,,01.01.10 11:58,Rework,57,Rossana
Create SC,,01.01.10 12:00,normal,58,Jamika
Purchase SC,,01.01.10 12:01,normal,58,Shandi
Approve SC,,01.01.10 12:02,normal,58,Hugo
Create PO,,01.01.10 12:04,normal,58,Ronald
Release PO,,01.01.10 12:05,normal,58,Deloras
Post GR,,01.01.10 12:07,normal,58,Jin
Post IR,,01.01.10 12:08,normal,58,Howard
Pay,,01.01.10 12:10,normal,58,Lannie
Approve SC,,01.01.10 12:11,Late,59,Hugo
Create PO,,01.01.10 12:12,Late,59,Wilton
Approve PO 1,,01.01.10 12:14,Late,59,Issac
Approve PO 2,,01.01.10 12:15,Late,59,Roseanne
Release PO,,01.01.10 12:17,Late,59,Deloras
Create SC,,01.01.10 12:18,Late,59,Jamika
Purchase SC,,01.01.10 12:20,Late,59,Paul
Post GR,,01.01.10 12:21,Late,59,Doretta
Post IR,,01.01.10 12:23,Late,59,Brian
Pay,,01.01.10 12:24,Late,59,Lannie
Create SC,,01.01.10 12:25,Early,60,Jamika
Release PO,,01.01.10 12:27,Early,60,Hassie
Post GR,,01.01.10 12:28,Early,60,Velda
Purchase SC,,01.01.10 12:30,Early,60,Paul
Approve SC,,01.01.10 12:31,Early,60,Hugo
Create PO,,01.01.10 12:33,Early,60,Ronald
Post IR,,01.01.10 12:34,Early,60,Brian
Pay,,01.01.10 12:36,Early,60,Lannie
Create SC,,01.01.10 12:37,normal,61,Jamika
