concept:name,timestamp,time:timestamp,case:label,case:concept:name,org:resource
Activity V,,01.01.10 05:16,Insert,33,Maryellen
Activity P,,01.01.10 05:18,Insert,33,Jin
Activity B,,01.01.10 05:19,Insert,33,Sherell
Activity A,,01.01.10 05:21,Attribute,34,Doretta
Activity C,,01.01.10 05:22,Attribute,34,Pam
Activity G,,01.01.10 05:24,Attribute,34,Joe
Activity D,,01.01.10 05:25,Attribute,34,Emily
Activity I,,01.01.10 05:26,Attribute,34,Amanda
Activity M,,01.01.10 05:28,Attribute,34,Donald
Activity J,,01.01.10 05:29,Attribute,34,Velda
Activity B,,01.01.10 05:31,Attribute,34,Michaele
Activity A,,01.01.10 05:32,normal,35,Doretta
Activity C,,01.01.10 05:34,normal,35,Jack
Activity F,,01.01.10 05:35,normal,35,Howard
Activity D,,01.01.10 05:36,normal,35,Wilton
Activity I,,01.01.10 05:38,normal,35,Chan
Activity N,,01.01.10 05:39,normal,35,Lucy
Activity J,,01.01.10 05:41,normal,35,Micheline
Activity B,,01.01.10 05:42,normal,35,Michaele
Random activity 5,,01.01.10 05:44,Insert,36,Random user 31
Activity A,,01.01.10 05:45,Insert,36,Keven
Activity O,,01.01.10 05:47,Insert,36,Ronald
Activity U,,01.01.10 05:48,Insert,36,Jimmy
Activity W,,01.01.10 05:49,Insert,36,Evelin
Random activity 8,,01.01.10 05:51,Insert,36,Random user 25
Activity V,,01.01.10 05:52,Insert,36,Jamika
Activity P,,01.01.10 05:54,Insert,36,Seth
Activity B,,01.01.10 05:55,Insert,36,Sherlene
Activity A,,01.01.10 05:57,normal,37,Rossana
Activity O,,01.01.10 05:58,normal,37,Melany
Activity S,,01.01.10 06:00,normal,37,Doretta
Activity T,,01.01.10 06:01,normal,37,Velda
Activity P,,01.01.10 06:02,normal,37,Jin
Activity B,,01.01.10 06:04,normal,37,Sherell
Activity A,,01.01.10 06:05,normal,38,Shandi
Activity Y,,01.01.10 06:07,normal,38,Roseanne
Activity B,,01.01.10 06:08,normal,38,Michaele
Activity A,,01.01.10 06:10,normal,39,Amanda
Activity C,,01.01.10 06:11,normal,39,Jack
Activity F,,01.01.10 06:12,normal,39,Howard
Activity D,,01.01.10 06:14,normal,39,Keven
Activity I,,01.01.10 06:15,normal,39,Deloras
Activity M,,01.01.10 06:17,normal,39,Junior
Activity J,,01.01.10 06:18,normal,39,Micheline
Activity B,,01.01.10 06:20,normal,39,Michaele
Activity A,,01.01.10 06:21,normal,40,Doretta
Activity C,,01.01.10 06:23,normal,40,Maryellen
Activity G,,01.01.10 06:24,normal,40,Steve
Activity D,,01.01.10 06:25,normal,40,Deloras
Activity I,,01.01.10 06:27,normal,40,Pam
Activity K,,01.01.10 06:28,normal,40,Issac
Activity J,,01.01.10 06:30,normal,40,Craig
Activity B,,01.01.10 06:31,normal,40,Carmella
Activity A,,01.01.10 06:33,normal,41,Rossana
Activity O,,01.01.10 06:34,normal,41,Brian
Activity U,,01.01.10 06:36,normal,41,Sigrid
Activity W,,01.01.10 06:37,normal,41,Evelin
Activity V,,01.01.10 06:38,normal,41,Jamika
Activity P,,01.01.10 06:40,normal,41,Jin
Activity B,,01.01.10 06:41,normal,41,Sherell
Activity A,,01.01.10 06:43,normal,42,Rossana
Activity O,,01.01.10 06:44,normal,42,Iluminada
Activity Q,,01.01.10 06:46,normal,42,Elisha
Activity R,,01.01.10 06:47,normal,42,Josef
Activity P,,01.01.10 06:48,normal,42,Seth
Activity B,,01.01.10 06:50,normal,42,Sherlene
Activity A,,01.01.10 06:51,normal,43,Shandi
Activity Y,,01.01.10 06:53,normal,43,Johnny
Activity B,,01.01.10 06:54,normal,43,Michaele
Activity A,,01.01.10 06:56,normal,44,Keven
Activity O,,01.01.10 06:57,normal,44,Ronald
Activity U,,01.01.10 06:59,normal,44,Jimmy
Activity W,,01.01.10 07:00,normal,44,Evelin
Activity V,,01.01.10 07:01,normal,44,Jamika
Activity P,,01.01.10 07:03,normal,44,Ryan
Activity B,,01.01.10 07:04,normal,44,Alpha
Activity A,,01.01.10 07:06,normal,45,Doretta
Activity C,,01.01.10 07:07,normal,45,Junior
Activity H,,01.01.10 07:09,normal,45,Micheline
Activity D,,01.01.10 07:10,normal,45,Brian
Activity I,,01.01.10 07:12,normal,45,Johnny
Activity N,,01.01.10 07:13,normal,45,Issac
Activity J,,01.01.10 07:14,normal,45,Hoyt
Activity B,,01.01.10 07:16,normal,45,Sherlene
Activity A,,01.01.10 07:17,normal,46,Rossana
Activity O,,01.01.10 07:19,normal,46,Brian
Activity U,,01.01.10 07:20,normal,46,Jimmy
Activity W,,01.01.10 07:22,normal,46,Evelin
Activity V,,01.01.10 07:23,normal,46,Jamika
Activity P,,01.01.10 07:24,normal,46,Ryan
Activity B,,01.01.10 07:26,normal,46,Alpha
Activity Y,,01.01.10 07:27,Late,47,Johnny
Activity A,,01.01.10 07:29,Late,47,Shandi
Activity B,,01.01.10 07:30,Late,47,Michaele
Activity A,,01.01.10 07:32,Rework,48,Keven
Activity O,,01.01.10 07:33,Rework,48,Sandra
Activity U,,01.01.10 07:35,Rework,48,Jimmy
Activity W,,01.01.10 07:36,Rework,48,Evelin
Activity V,,01.01.10 07:37,Rework,48,Jamika
Activity P,,01.01.10 07:39,Rework,48,Ryan
Activity B,,01.01.10 07:40,Rework,48,Alpha
Activity P,,01.01.10 07:42,Rework,48,Ryan
Activity B,,01.01.10 07:43,Rework,48,Alpha
Activity A,,01.01.10 07:45,normal,49,Keven
Activity O,,01.01.10 07:46,normal,49,Brian
Activity U,,01.01.10 07:48,normal,49,Jimmy
Activity W,,01.01.10 07:49,normal,49,Evelin
Activity V,,01.01.10 07:50,normal,49,Jamika
Activity P,,01.01.10 07:52,normal,49,Ryan
Activity B,,01.01.10 07:53,normal,49,Alpha
Activity A,,01.01.10 07:55,SkipSequence,50,Keven
Activity O,,01.01.10 07:56,SkipSequence,50,Ronald
Activity U,,01.01.10 07:58,SkipSequence,50,Jimmy
Activity W,,01.01.10 07:59,SkipSequence,50,Evelin
Activity V,,01.01.10 08:00,SkipSequence,50,Jamika
Activity B,,01.01.10 08:02,SkipSequence,50,Sherell
Activity A,,01.01.10 08:03,normal,51,Micheline
Activity Y,,01.01.10 08:05,normal,51,Johnny
Activity B,,01.01.10 08:06,normal,51,Michaele
Activity A,,01.01.10 08:08,Early,52,Doretta
Activity C,,01.01.10 08:09,Early,52,Pam
Activity G,,01.01.10 08:11,Early,52,Steve
Activity D,,01.01.10 08:12,Early,52,Deloras
Activity L,,01.01.10 08:13,Early,52,Shandi
Activity I,,01.01.10 08:15,Early,52,Tiffiny
Activity J,,01.01.10 08:16,Early,52,Micheline
Activity B,,01.01.10 08:18,Early,52,Michaele
Activity A,,01.01.10 08:19,normal,53,Steve
Activity C,,01.01.10 08:21,normal,53,Issac
Activity F,,01.01.10 08:22,normal,53,Howard
Activity D,,01.01.10 08:24,normal,53,Wilton
Activity I,,01.01.10 08:25,normal,53,Alyce
Activity L,,01.01.10 08:26,normal,53,Rossana
Activity J,,01.01.10 08:28,normal,53,Carmella
Activity B,,01.01.10 08:29,normal,53,Michaele
Activity A,,01.01.10 08:31,normal,54,Doretta
Activity C,,01.01.10 08:32,normal,54,Junior
Activity H,,01.01.10 08:34,normal,54,Jin
Activity D,,01.01.10 08:35,normal,54,Brian
Activity I,,01.01.10 08:36,normal,54,Johnny
Activity K,,01.01.10 08:38,normal,54,Issac
Activity J,,01.01.10 08:39,normal,54,Ryan
Activity B,,01.01.10 08:41,normal,54,Sherell
Activity A,,01.01.10 08:42,normal,55,Rossana
Activity O,,01.01.10 08:44,normal,55,Ronald
Activity U,,01.01.10 08:45,normal,55,Jimmy
Activity W,,01.01.10 08:47,normal,55,Evelin
Activity V,,01.01.10 08:48,normal,55,Jamika
Activity P,,01.01.10 08:49,normal,55,Seth
Activity B,,01.01.10 08:51,normal,55,Issac
Activity A,,01.01.10 08:52,normal,56,Micheline
Activity Y,,01.01.10 08:54,normal,56,Johnny
Activity B,,01.01.10 08:55,normal,56,Michaele
Activity A,,01.01.10 08:57,normal,57,Keven
Activity O,,01.01.10 08:58,normal,57,Brian
Activity U,,01.01.10 09:00,normal,57,Velda
Activity X,,01.01.10 09:01,normal,57,Jin
Activity V,,01.01.10 09:02,normal,57,Maryellen
Activity P,,01.01.10 09:04,normal,57,Seth
Activity B,,01.01.10 09:05,normal,57,Sherlene
Activity A,,01.01.10 09:07,normal,58,Shandi
Activity Y,,01.01.10 09:08,normal,58,Johnny
Activity B,,01.01.10 09:10,normal,58,Michaele
Random activity 30,,01.01.10 09:11,Insert,59,Random user 50
Activity A,,01.01.10 09:12,Insert,59,Steve
Activity C,,01.01.10 09:14,Insert,59,Junior
Activity H,,01.01.10 09:15,Insert,59,Micheline
Random activity 2,,01.01.10 09:17,Insert,59,Random user 43
Activity D,,01.01.10 09:18,Insert,59,Rossana
Activity I,,01.01.10 09:20,Insert,59,Maryellen
Activity L,,01.01.10 09:21,Insert,59,Rossana
Activity J,,01.01.10 09:23,Insert,59,Jamika
Activity B,,01.01.10 09:24,Insert,59,Michaele
Activity A,,01.01.10 09:25,normal,60,Rossana
Activity O,,01.01.10 09:27,normal,60,Ronald
Activity U,,01.01.10 09:28,normal,60,Jimmy
Activity W,,01.01.10 09:30,normal,60,Evelin
Activity V,,01.01.10 09:31,normal,60,Jamika
Activity P,,01.01.10 09:33,normal,60,Seth
Activity B,,01.01.10 09:34,normal,60,Sherlene
Activity A,,01.01.10 09:36,normal,61,Steve
Activity C,,01.01.10 09:37,normal,61,Junior
Activity H,,01.01.10 09:38,normal,61,Jin
Activity D,,01.01.10 09:40,normal,61,Rossana
Activity I,,01.01.10 09:41,normal,61,Roy
Activity N,,01.01.10 09:43,normal,61,Elisha
Activity J,,01.01.10 09:44,normal,61,Doretta
Activity B,,01.01.10 09:46,normal,61,Sherlene
Activity A,,01.01.10 09:47,normal,62,Doretta
Activity C,,01.01.10 09:48,normal,62,Jack
Activity F,,01.01.10 09:50,normal,62,Howard
Activity D,,01.01.10 09:51,normal,62,Wilton
Activity I,,01.01.10 09:53,normal,62,Doretta
Activity N,,01.01.10 09:54,normal,62,Lucy
Activity J,,01.01.10 09:56,normal,62,Micheline
Activity B,,01.01.10 09:57,normal,62,Michaele
Activity A,,01.01.10 09:59,normal,63,Keven
Activity O,,01.01.10 10:00,normal,63,Ronald
Activity U,,01.01.10 10:01,normal,63,Velda
Activity X,,01.01.10 10:03,normal,63,Della
Activity V,,01.01.10 10:04,normal,63,Maryellen
Activity P,,01.01.10 10:06,normal,63,Ryan
Activity B,,01.01.10 10:07,normal,63,Alpha
Activity A,,01.01.10 10:09,normal,64,Steve
Activity C,,01.01.10 10:10,normal,64,Pam
Activity G,,01.01.10 10:12,normal,64,Steve
Activity D,,01.01.10 10:13,normal,64,Emily
Activity I,,01.01.10 10:14,normal,64,Alpha
Activity N,,01.01.10 10:16,normal,64,Iluminada
Activity J,,01.01.10 10:17,normal,64,Gema
Activity B,,01.01.10 10:19,normal,64,Carmella
Activity A,,01.01.10 10:20,normal,65,Steve
Activity C,,01.01.10 10:22,normal,65,Keven
Activity G,,01.01.10 10:23,normal,65,Steve
Activity D,,01.01.10 10:24,normal,65,Deloras
Activity I,,01.01.10 10:26,normal,65,Iluminada
Activity K,,01.01.10 10:27,normal,65,Issac
Activity J,,01.01.10 10:29,normal,65,Hassie
Activity B,,01.01.10 10:30,normal,65,Sherlene
Activity A,,01.01.10 10:32,normal,66,Shandi
Activity Y,,01.01.10 10:33,normal,66,Johnny
Activity B,,01.01.10 10:35,normal,66,Michaele
Activity A,,01.01.10 10:36,SkipSequence,67,Rossana
Activity S,,01.01.10 10:37,SkipSequence,67,Doretta
Activity T,,01.01.10 10:39,SkipSequence,67,Velda
Activity P,,01.01.10 10:40,SkipSequence,67,Jin
Activity B,,01.01.10 10:42,SkipSequence,67,Sherell
Activity A,,01.01.10 10:43,normal,68,Doretta
Activity C,,01.01.10 10:45,normal,68,Jack
Activity F,,01.01.10 10:46,normal,68,Howard
Activity D,,01.01.10 10:48,normal,68,Wilton
Activity I,,01.01.10 10:49,normal,68,Deloras
Activity M,,01.01.10 10:50,normal,68,Howard
Activity J,,01.01.10 10:52,normal,68,Hassie
Activity B,,01.01.10 10:53,normal,68,Sherlene
Activity A,,01.01.10 10:55,normal,69,Rossana
Activity O,,01.01.10 10:56,normal,69,Melany
Activity S,,01.01.10 10:58,normal,69,Doretta
Activity T,,01.01.10 10:59,normal,69,Velda
Activity P,,01.01.10 11:00,normal,69,Ryan
Activity B,,01.01.10 11:02,normal,69,Alpha
Activity A,,01.01.10 11:03,normal,70,Doretta
Activity C,,01.01.10 11:05,normal,70,Lisa
Activity E,,01.01.10 11:06,normal,70,Donald
Activity D,,01.01.10 11:08,normal,70,Keven
Activity I,,01.01.10 11:09,normal,70,Maryellen
Activity K,,01.01.10 11:11,normal,70,Velda
Activity J,,01.01.10 11:12,normal,70,Jack
Activity B,,01.01.10 11:13,normal,70,Sherell
Activity A,,01.01.10 11:15,normal,71,Rossana
Activity O,,01.01.10 11:16,normal,71,Melany
Activity S,,01.01.10 11:18,normal,71,Doretta
Activity T,,01.01.10 11:19,normal,71,Velda
Activity P,,01.01.10 11:21,normal,71,Ryan
Activity B,,01.01.10 11:22,normal,71,Hugo
Activity A,,01.01.10 11:24,normal,72,Doretta
Activity C,,01.01.10 11:25,normal,72,Pam
Activity G,,01.01.10 11:26,normal,72,Steve
Activity D,,01.01.10 11:28,normal,72,Emily
Activity I,,01.01.10 11:29,normal,72,Melany
Activity K,,01.01.10 11:31,normal,72,Issac
Activity J,,01.01.10 11:32,normal,72,Jimmy
Activity B,,01.01.10 11:34,normal,72,Sherell
Activity A,,01.01.10 11:35,normal,73,Keven
Activity O,,01.01.10 11:36,normal,73,Iluminada
Activity Q,,01.01.10 11:38,normal,73,Elisha
Activity R,,01.01.10 11:39,normal,73,Charles
Activity P,,01.01.10 11:41,normal,73,Jin
Activity B,,01.01.10 11:42,normal,73,Sherell
Activity A,,01.01.10 11:44,normal,74,Amanda
Activity C,,01.01.10 11:45,normal,74,Junior
Activity H,,01.01.10 11:47,normal,74,Micheline
Activity D,,01.01.10 11:48,normal,74,Rossana
Activity I,,01.01.10 11:49,normal,74,Johnny
Activity K,,01.01.10 11:51,normal,74,Issac
Activity J,,01.01.10 11:52,normal,74,Hassie
Activity B,,01.01.10 11:54,normal,74,Sherlene
Activity A,,01.01.10 11:55,Attribute,75,Evelin
Activity Y,,01.01.10 11:57,Attribute,75,Jamika
Activity B,,01.01.10 11:58,Attribute,75,Issac
Activity A,,01.01.10 12:00,Attribute,76,Doretta
Activity C,,01.01.10 12:01,Attribute,76,Evelin
Activity F,,01.01.10 12:02,Attribute,76,Howard
Activity D,,01.01.10 12:04,Attribute,76,Wilton
Activity I,,01.01.10 12:05,Attribute,76,Alyce
Activity L,,01.01.10 12:07,Attribute,76,Rossana
Activity J,,01.01.10 12:08,Attribute,76,Jamika
Activity B,,01.01.10 12:10,Attribute,76,Michaele
Activity A,,01.01.10 12:11,normal,77,Micheline
Activity Y,,01.01.10 12:12,normal,77,Marilyn
Activity B,,01.01.10 12:14,normal,77,Michaele
Activity A,,01.01.10 12:15,normal,78,Keven
Activity O,,01.01.10 12:17,normal,78,Iluminada
Activity Q,,01.01.10 12:18,normal,78,Elisha
Activity R,,01.01.10 12:20,normal,78,Lourdes
Activity P,,01.01.10 12:21,normal,78,Seth
Activity B,,01.01.10 12:23,normal,78,Sherlene
Activity A,,01.01.10 12:24,normal,79,Rossana
Activity O,,01.01.10 12:25,normal,79,Ronald
Activity U,,01.01.10 12:27,normal,79,Sigrid
Activity W,,01.01.10 12:28,normal,79,Evelin
Activity V,,01.01.10 12:30,normal,79,Jamika
Activity P,,01.01.10 12:31,normal,79,Ryan
Activity B,,01.01.10 12:33,normal,79,Alpha
Activity A,,01.01.10 12:34,normal,80,Rossana
Activity O,,01.01.10 12:36,normal,80,Ronald
Activity U,,01.01.10 12:37,normal,80,Velda
Activity X,,01.01.10 12:38,normal,80,Della
Activity V,,01.01.10 12:40,normal,80,Maryellen
Activity P,,01.01.10 12:41,normal,80,Ryan
Activity B,,01.01.10 12:43,normal,80,Alpha
Activity A,,01.01.10 12:44,Early,81,Rossana
