concept:name,timestamp,time:timestamp,case:label,case:concept:name,org:resource
Activity AF,,01.01.10 04:20,normal,28,Rossie
Activity O,,01.01.10 04:22,normal,28,Lucy
Activity B,,01.01.10 04:23,normal,28,Melany
Activity A,,01.01.10 04:24,normal,29,Della
Activity N,,01.01.10 04:26,normal,29,Brant
Activity AG,,01.01.10 04:27,normal,29,Sandra
Activity AH,,01.01.10 04:29,normal,29,Jamika
Activity O,,01.01.10 04:30,normal,29,Howard
Activity B,,01.01.10 04:32,normal,29,Tiffiny
Activity A,,01.01.10 04:33,normal,30,Alyce
Activity N,,01.01.10 04:35,normal,30,Brant
Activity AG,,01.01.10 04:36,normal,30,Sandra
Activity AH,,01.01.10 04:37,normal,30,Jamika
Activity O,,01.01.10 04:39,normal,30,Howard
Activity B,,01.01.10 04:40,normal,30,Tiffiny
Activity A,,01.01.10 04:42,normal,31,Della
Activity N,,01.01.10 04:43,normal,31,Doretta
Activity R,,01.01.10 04:45,normal,31,Vickie
Activity X,,01.01.10 04:46,normal,31,Johnny
Activity S,,01.01.10 04:48,normal,31,Grayce
Activity O,,01.01.10 04:49,normal,31,Jamika
Activity B,,01.01.10 04:50,normal,31,Melany
Activity A,,01.01.10 04:52,Rework,32,Della
Activity N,,01.01.10 04:53,Rework,32,Brant
Activity AG,,01.01.10 04:55,Rework,32,Sandra
Activity AH,,01.01.10 04:56,Rework,32,Jamika
Activity O,,01.01.10 04:58,Rework,32,Howard
Activity B,,01.01.10 04:59,Rework,32,Grayce
Activity AH,,01.01.10 05:00,Rework,32,Jamika
Activity O,,01.01.10 05:02,Rework,32,Howard
Activity A,,01.01.10 05:03,normal,33,Della
Activity N,,01.01.10 05:05,normal,33,Jimmy
Activity AG,,01.01.10 05:06,normal,33,Sandra
Activity AH,,01.01.10 05:08,normal,33,Jamika
Activity O,,01.01.10 05:09,normal,33,Howard
Activity B,,01.01.10 05:11,normal,33,Grayce
Activity A,,01.01.10 05:12,normal,34,Della
Activity N,,01.01.10 05:13,normal,34,Roseanne
Activity P,,01.01.10 05:15,normal,34,James
Activity Q,,01.01.10 05:16,normal,34,Della
Activity O,,01.01.10 05:18,normal,34,Frances
Activity B,,01.01.10 05:19,normal,34,Donald
Activity N,,01.01.10 05:21,Early,35,Roy
Activity AE,,01.01.10 05:22,Early,35,Hoyt
Activity A,,01.01.10 05:24,Early,35,Della
Activity AF,,01.01.10 05:25,Early,35,Rossie
Activity O,,01.01.10 05:26,Early,35,Lucy
Activity B,,01.01.10 05:28,Early,35,Melany
Activity A,,01.01.10 05:29,normal,36,Alyce
Activity N,,01.01.10 05:31,normal,36,Brant
Activity AG,,01.01.10 05:32,normal,36,Sandra
Activity AH,,01.01.10 05:34,normal,36,Jamika
Activity O,,01.01.10 05:35,normal,36,Howard
Activity B,,01.01.10 05:36,normal,36,Tiffiny
Activity A,,01.01.10 05:38,normal,37,Della
Activity N,,01.01.10 05:39,normal,37,Brant
Activity AG,,01.01.10 05:41,normal,37,Sandra
Activity AH,,01.01.10 05:42,normal,37,Jamika
Activity O,,01.01.10 05:44,normal,37,Howard
Activity B,,01.01.10 05:45,normal,37,Grayce
Activity A,,01.01.10 05:47,normal,38,Della
Activity N,,01.01.10 05:48,normal,38,Doretta
Activity R,,01.01.10 05:49,normal,38,Sherell
Activity U,,01.01.10 05:51,normal,38,Ling
Activity S,,01.01.10 05:52,normal,38,Vickie
Activity O,,01.01.10 05:54,normal,38,Issac
Activity B,,01.01.10 05:55,normal,38,Melany
Activity A,,01.01.10 05:57,normal,39,Della
Activity N,,01.01.10 05:58,normal,39,Roy
Activity AE,,01.01.10 06:00,normal,39,Hoyt
Activity AF,,01.01.10 06:01,normal,39,Rossie
Activity O,,01.01.10 06:02,normal,39,Jamika
Activity B,,01.01.10 06:04,normal,39,Gema
Activity N,,01.01.10 06:05,Late,40,Roy
Activity A,,01.01.10 06:07,Late,40,Alyce
Activity AE,,01.01.10 06:08,Late,40,Hoyt
Activity AF,,01.01.10 06:10,Late,40,Rossie
Activity O,,01.01.10 06:11,Late,40,Jamika
Activity B,,01.01.10 06:12,Late,40,Gema
Activity A,,01.01.10 06:14,normal,41,Della
Activity N,,01.01.10 06:15,normal,41,Brant
Activity R,,01.01.10 06:17,normal,41,Amanda
Activity X,,01.01.10 06:18,normal,41,Michaele
Activity S,,01.01.10 06:20,normal,41,Grayce
Activity O,,01.01.10 06:21,normal,41,Jamika
Activity B,,01.01.10 06:23,normal,41,Donald
Activity A,,01.01.10 06:24,normal,42,Della
Activity N,,01.01.10 06:25,normal,42,Lannie
Activity AG,,01.01.10 06:27,normal,42,Sandra
Activity AH,,01.01.10 06:28,normal,42,Jamika
Activity O,,01.01.10 06:30,normal,42,Howard
Activity B,,01.01.10 06:31,normal,42,Grayce
Activity A,,01.01.10 06:33,normal,43,Alyce
Activity N,,01.01.10 06:34,normal,43,Alyce
Activity AE,,01.01.10 06:36,normal,43,Hoyt
Activity AF,,01.01.10 06:37,normal,43,Rossie
Activity O,,01.01.10 06:38,normal,43,Hoyt
Activity B,,01.01.10 06:40,normal,43,Grayce
Activity A,,01.01.10 06:41,normal,44,Della
Activity N,,01.01.10 06:43,normal,44,Brant
Activity AG,,01.01.10 06:44,normal,44,Sandra
Activity AH,,01.01.10 06:46,normal,44,Jamika
Activity O,,01.01.10 06:47,normal,44,Howard
Activity B,,01.01.10 06:48,normal,44,Deloras
Activity A,,01.01.10 06:50,normal,45,Alyce
Activity N,,01.01.10 06:51,normal,45,Roy
Activity AE,,01.01.10 06:53,normal,45,Hoyt
Activity AF,,01.01.10 06:54,normal,45,Rossie
Activity O,,01.01.10 06:56,normal,45,Lucy
Activity B,,01.01.10 06:57,normal,45,Melany
Activity A,,01.01.10 06:59,normal,46,Della
Activity N,,01.01.10 07:00,normal,46,Roy
Activity AE,,01.01.10 07:01,normal,46,Hoyt
Activity AF,,01.01.10 07:03,normal,46,Rossie
Activity O,,01.01.10 07:04,normal,46,Jamika
Activity B,,01.01.10 07:06,normal,46,Gema
Activity A,,01.01.10 07:07,normal,47,Della
Activity N,,01.01.10 07:09,normal,47,Brant
Activity R,,01.01.10 07:10,normal,47,Iluminada
Activity X,,01.01.10 07:12,normal,47,Johnny
Activity S,,01.01.10 07:13,normal,47,Grayce
Activity O,,01.01.10 07:14,normal,47,Lucy
Activity B,,01.01.10 07:16,normal,47,Melany
Activity A,,01.01.10 07:17,normal,48,Della
Activity N,,01.01.10 07:19,normal,48,Alyce
Activity AE,,01.01.10 07:20,normal,48,Hoyt
Activity AF,,01.01.10 07:22,normal,48,Rossie
Activity O,,01.01.10 07:23,normal,48,Lucy
Activity B,,01.01.10 07:24,normal,48,Melany
Activity A,,01.01.10 07:26,normal,49,Alyce
Activity N,,01.01.10 07:27,normal,49,Jimmy
Activity AG,,01.01.10 07:29,normal,49,Sandra
Activity AH,,01.01.10 07:30,normal,49,Jamika
Activity O,,01.01.10 07:32,normal,49,Howard
Activity B,,01.01.10 07:33,normal,49,Grayce
Activity A,,01.01.10 07:35,Late,50,Della
Activity Y,,01.01.10 07:36,Late,50,Junior
Activity AA,,01.01.10 07:37,Late,50,Frances
Activity Z,,01.01.10 07:39,Late,50,Keven
Activity N,,01.01.10 07:40,Late,50,Wilton
Activity O,,01.01.10 07:42,Late,50,Charles
Activity B,,01.01.10 07:43,Late,50,Sigrid
Activity A,,01.01.10 07:45,normal,51,Alyce
Activity N,,01.01.10 07:46,normal,51,Roy
Activity AE,,01.01.10 07:48,normal,51,Hoyt
Activity AF,,01.01.10 07:49,normal,51,Rossie
Activity O,,01.01.10 07:50,normal,51,Jamika
Activity B,,01.01.10 07:52,normal,51,Gema
Activity A,,01.01.10 07:53,normal,52,Alyce
Activity N,,01.01.10 07:55,normal,52,Brant
Activity AG,,01.01.10 07:56,normal,52,Sandra
Activity AH,,01.01.10 07:58,normal,52,Jamika
Activity O,,01.01.10 07:59,normal,52,Howard
Activity B,,01.01.10 08:00,normal,52,Grayce
Activity A,,01.01.10 08:02,normal,53,Della
Activity N,,01.01.10 08:03,normal,53,Earl
Activity P,,01.01.10 08:05,normal,53,Emily
Activity Q,,01.01.10 08:06,normal,53,Della
Activity O,,01.01.10 08:08,normal,53,Shandi
Activity B,,01.01.10 08:09,normal,53,Tiffiny
Activity A,,01.01.10 08:11,normal,54,Alyce
Activity N,,01.01.10 08:12,normal,54,Brant
Activity R,,01.01.10 08:13,normal,54,Carmella
Activity U,,01.01.10 08:15,normal,54,Ling
Activity S,,01.01.10 08:16,normal,54,Maryellen
Activity O,,01.01.10 08:18,normal,54,Junior
Activity B,,01.01.10 08:19,normal,54,Grayce
Activity A,,01.01.10 08:21,normal,55,Della
Activity N,,01.01.10 08:22,normal,55,Brant
Activity AG,,01.01.10 08:24,normal,55,Sandra
Activity AH,,01.01.10 08:25,normal,55,Jamika
Activity O,,01.01.10 08:26,normal,55,Howard
Activity B,,01.01.10 08:28,normal,55,Grayce
Activity A,,01.01.10 08:29,normal,56,Alyce
Activity N,,01.01.10 08:31,normal,56,Alyce
Activity AE,,01.01.10 08:32,normal,56,Hoyt
Activity AF,,01.01.10 08:34,normal,56,Rossie
Activity O,,01.01.10 08:35,normal,56,Junior
Activity B,,01.01.10 08:36,normal,56,Tiffiny
Activity A,,01.01.10 08:38,Early,57,Della
Activity AG,,01.01.10 08:39,Early,57,Sandra
Activity AH,,01.01.10 08:41,Early,57,Jamika
Activity N,,01.01.10 08:42,Early,57,Lannie
Activity O,,01.01.10 08:44,Early,57,Howard
Activity B,,01.01.10 08:45,Early,57,Grayce
Activity A,,01.01.10 08:47,normal,58,Della
Activity N,,01.01.10 08:48,normal,58,Brant
Activity AG,,01.01.10 08:49,normal,58,Sandra
Activity AH,,01.01.10 08:51,normal,58,Jamika
Activity O,,01.01.10 08:52,normal,58,Howard
Activity B,,01.01.10 08:54,normal,58,Tiffiny
Activity A,,01.01.10 08:55,normal,59,Della
Activity N,,01.01.10 08:57,normal,59,Brant
Activity AG,,01.01.10 08:58,normal,59,Sandra
Activity AH,,01.01.10 09:00,normal,59,Jamika
Activity O,,01.01.10 09:01,normal,59,Howard
Activity B,,01.01.10 09:02,normal,59,Deloras
Activity AE,,01.01.10 09:04,Early,60,Hoyt
Activity AF,,01.01.10 09:05,Early,60,Rossie
Activity A,,01.01.10 09:07,Early,60,Della
Activity N,,01.01.10 09:08,Early,60,Roy
Activity O,,01.01.10 09:10,Early,60,Jamika
Activity B,,01.01.10 09:11,Early,60,Gema
Activity A,,01.01.10 09:12,Insert,61,Della
Activity N,,01.01.10 09:14,Insert,61,Roy
Random activity 5,,01.01.10 09:15,Insert,61,Random user 21
Activity AE,,01.01.10 09:17,Insert,61,Hoyt
Activity AF,,01.01.10 09:18,Insert,61,Rossie
Activity O,,01.01.10 09:20,Insert,61,Jamika
Activity B,,01.01.10 09:21,Insert,61,Melany
Activity A,,01.01.10 09:23,normal,62,Della
Activity N,,01.01.10 09:24,normal,62,Brant
Activity AG,,01.01.10 09:25,normal,62,Sandra
Activity AH,,01.01.10 09:27,normal,62,Jamika
Activity O,,01.01.10 09:28,normal,62,Howard
Activity B,,01.01.10 09:30,normal,62,Tiffiny
Activity A,,01.01.10 09:31,normal,63,Della
Activity N,,01.01.10 09:33,normal,63,Jimmy
Activity AG,,01.01.10 09:34,normal,63,Sandra
Activity AH,,01.01.10 09:36,normal,63,Jamika
Activity O,,01.01.10 09:37,normal,63,Howard
Activity B,,01.01.10 09:38,normal,63,Tiffiny
Activity A,,01.01.10 09:40,Rework,64,Alyce
Activity N,,01.01.10 09:41,Rework,64,Roy
Activity AE,,01.01.10 09:43,Rework,64,Hoyt
Activity AF,,01.01.10 09:44,Rework,64,Rossie
Activity O,,01.01.10 09:46,Rework,64,Lucy
Activity B,,01.01.10 09:47,Rework,64,Melany
Activity A,,01.01.10 09:48,Rework,64,Alyce
Activity N,,01.01.10 09:50,Rework,64,Roy
Activity N,,01.01.10 09:51,SkipSequence,65,Doretta
Activity R,,01.01.10 09:53,SkipSequence,65,Jin
Activity V,,01.01.10 09:54,SkipSequence,65,Brian
Activity S,,01.01.10 09:56,SkipSequence,65,Grayce
Activity O,,01.01.10 09:57,SkipSequence,65,Junior
Activity B,,01.01.10 09:59,SkipSequence,65,Tiffiny
Activity A,,01.01.10 10:00,normal,66,Della
Activity N,,01.01.10 10:01,normal,66,Earl
Activity P,,01.01.10 10:03,normal,66,James
Activity Q,,01.01.10 10:04,normal,66,Della
Activity O,,01.01.10 10:06,normal,66,Hugo
Activity B,,01.01.10 10:07,normal,66,Melany
Activity A,,01.01.10 10:09,normal,67,Della
Activity N,,01.01.10 10:10,normal,67,Brant
Activity R,,01.01.10 10:12,normal,67,Carmella
Activity U,,01.01.10 10:13,normal,67,Ling
Activity S,,01.01.10 10:14,normal,67,Vickie
Activity O,,01.01.10 10:16,normal,67,Jamika
Activity B,,01.01.10 10:17,normal,67,Gema
Activity A,,01.01.10 10:19,normal,68,Della
Activity N,,01.01.10 10:20,normal,68,Earl
Activity P,,01.01.10 10:22,normal,68,James
Activity Q,,01.01.10 10:23,normal,68,Della
Activity O,,01.01.10 10:24,normal,68,Frances
Activity B,,01.01.10 10:26,normal,68,Melany
Activity A,,01.01.10 10:27,normal,69,Della
Activity N,,01.01.10 10:29,normal,69,Alyce
Activity AE,,01.01.10 10:30,normal,69,Hoyt
Activity AF,,01.01.10 10:32,normal,69,Rossie
Activity O,,01.01.10 10:33,normal,69,Hoyt
Activity B,,01.01.10 10:35,normal,69,Grayce
Activity A,,01.01.10 10:36,normal,70,Della
Activity N,,01.01.10 10:37,normal,70,Earl
Activity P,,01.01.10 10:39,normal,70,James
Activity Q,,01.01.10 10:40,normal,70,Della
Activity O,,01.01.10 10:42,normal,70,Keven
Activity B,,01.01.10 10:43,normal,70,Tiffiny
Activity A,,01.01.10 10:45,normal,71,Della
Activity N,,01.01.10 10:46,normal,71,Roy
Activity AE,,01.01.10 10:48,normal,71,Hoyt
Activity AF,,01.01.10 10:49,normal,71,Rossie
Activity O,,01.01.10 10:50,normal,71,Jamika
Activity B,,01.01.10 10:52,normal,71,Gema
Activity A,,01.01.10 10:53,normal,72,Della
Activity N,,01.01.10 10:55,normal,72,Lannie
Activity AG,,01.01.10 10:56,normal,72,Sandra
Activity AH,,01.01.10 10:58,normal,72,Jamika
Activity O,,01.01.10 10:59,normal,72,Howard
Activity B,,01.01.10 11:00,normal,72,Tiffiny
Activity A,,01.01.10 11:02,normal,73,Alyce
Activity N,,01.01.10 11:03,normal,73,Hoyt
Activity R,,01.01.10 11:05,normal,73,Amanda
Activity X,,01.01.10 11:06,normal,73,Michaele
Activity S,,01.01.10 11:08,normal,73,Grayce
Activity O,,01.01.10 11:09,normal,73,Jamika
Activity B,,01.01.10 11:11,normal,73,Gema
Activity N,,01.01.10 11:12,Early,74,Brant
Activity AG,,01.01.10 11:13,Early,74,Sandra
Activity A,,01.01.10 11:15,Early,74,Della
Activity AH,,01.01.10 11:16,Early,74,Jamika
Activity O,,01.01.10 11:18,Early,74,Howard
Activity B,,01.01.10 11:19,Early,74,Tiffiny
Activity A,,01.01.10 11:21,normal,75,Della
Activity N,,01.01.10 11:22,normal,75,Hassie
Activity AG,,01.01.10 11:24,normal,75,Sandra
Activity AH,,01.01.10 11:25,normal,75,Jamika
Activity O,,01.01.10 11:26,normal,75,Howard
Activity B,,01.01.10 11:28,normal,75,Tiffiny
Activity A,,01.01.10 11:29,Rework,76,Alyce
Activity N,,01.01.10 11:31,Rework,76,Wilton
Activity Y,,01.01.10 11:32,Rework,76,Junior
Activity AA,,01.01.10 11:34,Rework,76,Frances
Activity Z,,01.01.10 11:35,Rework,76,Keven
Activity O,,01.01.10 11:36,Rework,76,Frances
Activity B,,01.01.10 11:38,Rework,76,Melany
Activity O,,01.01.10 11:39,Rework,76,Frances
Activity B,,01.01.10 11:41,Rework,76,Melany
Activity A,,01.01.10 11:42,normal,77,Della
Activity N,,01.01.10 11:44,normal,77,Roy
Activity AE,,01.01.10 11:45,normal,77,Hoyt
Activity AF,,01.01.10 11:47,normal,77,Rossie
Activity O,,01.01.10 11:48,normal,77,Lucy
Activity B,,01.01.10 11:49,normal,77,Melany
Activity A,,01.01.10 11:51,normal,78,Alyce
Activity N,,01.01.10 11:52,normal,78,Roy
Activity AE,,01.01.10 11:54,normal,78,Hoyt
Activity AF,,01.01.10 11:55,normal,78,Rossie
Activity O,,01.01.10 11:57,normal,78,Jamika
Activity B,,01.01.10 11:58,normal,78,Melany
Activity A,,01.01.10 12:00,normal,79,Alyce
Activity N,,01.01.10 12:01,normal,79,Roseanne
Activity Y,,01.01.10 12:02,normal,79,Lourdes
Activity AD,,01.01.10 12:04,normal,79,Brant
Activity Z,,01.01.10 12:05,normal,79,Jamika
Activity O,,01.01.10 12:07,normal,79,Jamika
Activity B,,01.01.10 12:08,normal,79,Gema
Activity A,,01.01.10 12:10,normal,80,Della
Activity N,,01.01.10 12:11,normal,80,Brant
Activity AG,,01.01.10 12:12,normal,80,Sandra
Activity AH,,01.01.10 12:14,normal,80,Jamika
Activity O,,01.01.10 12:15,normal,80,Howard
Activity B,,01.01.10 12:17,normal,80,Deloras
Activity A,,01.01.10 12:18,Early,81,Della
Activity P,,01.01.10 12:20,Early,81,Emily
Activity Q,,01.01.10 12:21,Early,81,Della
Activity N,,01.01.10 12:23,Early,81,Earl
Activity O,,01.01.10 12:24,Early,81,Charles
Activity B,,01.01.10 12:25,Early,81,Doretta
Activity A,,01.01.10 12:27,normal,82,Della
Activity N,,01.01.10 12:28,normal,82,Roy
Activity AE,,01.01.10 12:30,normal,82,Hoyt
Activity AF,,01.01.10 12:31,normal,82,Rossie
Activity O,,01.01.10 12:33,normal,82,Junior
Activity B,,01.01.10 12:34,normal,82,Tiffiny
Activity A,,01.01.10 12:36,SkipSequence,83,Della
Activity Q,,01.01.10 12:37,SkipSequence,83,Paul
Activity O,,01.01.10 12:38,SkipSequence,83,Charles
Activity B,,01.01.10 12:40,SkipSequence,83,Brian
Activity A,,01.01.10 12:41,normal,84,Della
Activity N,,01.01.10 12:43,normal,84,Roy
Activity AE,,01.01.10 12:44,normal,84,Hoyt
Activity AF,,01.01.10 12:46,normal,84,Rossie
Activity O,,01.01.10 12:47,normal,84,Hoyt
