concept:name,timestamp,time:timestamp,case:label,case:concept:name,org:resource
Activity V,,01.01.10 04:09,SkipSequence,32,Lucy
Activity AB,,01.01.10 04:10,SkipSequence,32,Issac
Activity U,,01.01.10 04:12,SkipSequence,32,Brian
Activity B,,01.01.10 04:13,SkipSequence,32,Deloras
Activity A,,01.01.10 04:14,Attribute,33,Issac
Activity BC,,01.01.10 04:16,Attribute,33,Micheline
Activity B,,01.01.10 04:17,Attribute,33,Ling
Activity BC,,01.01.10 04:19,SkipSequence,34,Micheline
Activity B,,01.01.10 04:20,SkipSequence,34,Tiffiny
Activity A,,01.01.10 04:22,normal,35,Jin
Activity T,,01.01.10 04:23,normal,35,Grayce
Activity AC,,01.01.10 04:24,normal,35,Lucy
Activity AE,,01.01.10 04:26,normal,35,Amanda
Activity AD,,01.01.10 04:27,normal,35,Joe
Activity U,,01.01.10 04:29,normal,35,Sonia
Activity B,,01.01.10 04:30,normal,35,Ronald
Activity A,,01.01.10 04:32,normal,36,Sharee
Activity BZ,,01.01.10 04:33,normal,36,Frances
Activity B,,01.01.10 04:35,normal,36,Elisha
Activity A,,01.01.10 04:36,normal,37,Carmella
Activity BC,,01.01.10 04:37,normal,37,Micheline
Activity B,,01.01.10 04:39,normal,37,Grayce
Activity A,,01.01.10 04:40,normal,38,Joe
Activity BC,,01.01.10 04:42,normal,38,Micheline
Activity B,,01.01.10 04:43,normal,38,Grayce
Activity A,,01.01.10 04:45,normal,39,Micheline
Activity T,,01.01.10 04:46,normal,39,Steve
Activity AC,,01.01.10 04:48,normal,39,Ling
Activity AE,,01.01.10 04:49,normal,39,Amanda
Activity AD,,01.01.10 04:50,normal,39,Joe
Activity U,,01.01.10 04:52,normal,39,Junior
Activity B,,01.01.10 04:53,normal,39,Rossie
Activity A,,01.01.10 04:55,normal,40,Micheline
Activity BD,,01.01.10 04:56,normal,40,Brian
Activity BH,,01.01.10 04:58,normal,40,Jack
Activity BI,,01.01.10 04:59,normal,40,Evelin
Activity BE,,01.01.10 05:00,normal,40,Gema
Activity BQ,,01.01.10 05:02,normal,40,Frances
Activity BR,,01.01.10 05:03,normal,40,Della
Activity BX,,01.01.10 05:05,normal,40,Brant
Activity BS,,01.01.10 05:06,normal,40,James
Activity B,,01.01.10 05:08,normal,40,James
Activity A,,01.01.10 05:09,normal,41,Sharee
Activity BZ,,01.01.10 05:11,normal,41,Issac
Activity B,,01.01.10 05:12,normal,41,Elisha
Activity A,,01.01.10 05:13,normal,42,Sharee
Activity BZ,,01.01.10 05:15,normal,42,Issac
Activity B,,01.01.10 05:16,normal,42,Steve
Activity A,,01.01.10 05:18,normal,43,Chan
Activity BD,,01.01.10 05:19,normal,43,Evelin
Activity BF,,01.01.10 05:21,normal,43,Evelin
Activity BG,,01.01.10 05:22,normal,43,Jamika
Activity BE,,01.01.10 05:24,normal,43,Craig
Activity BQ,,01.01.10 05:25,normal,43,Frances
Activity BR,,01.01.10 05:26,normal,43,Paul
Activity BX,,01.01.10 05:28,normal,43,Micheline
Activity BS,,01.01.10 05:29,normal,43,Hassie
Activity B,,01.01.10 05:31,normal,43,Sherlene
Activity N,,01.01.10 05:32,Early,44,Vickie
Activity M,,01.01.10 05:34,Early,44,Maryellen
Activity A,,01.01.10 05:35,Early,44,Amanda
Activity C,,01.01.10 05:36,Early,44,Vickie
Activity L,,01.01.10 05:38,Early,44,Pam
Activity D,,01.01.10 05:39,Early,44,Shandi
Activity S,,01.01.10 05:41,Early,44,Brian
Activity B,,01.01.10 05:42,Early,44,Ronald
Activity A,,01.01.10 05:44,normal,45,Micheline
Activity T,,01.01.10 05:45,normal,45,Grayce
Activity AC,,01.01.10 05:47,normal,45,Ling
Activity AE,,01.01.10 05:48,normal,45,Amanda
Activity AD,,01.01.10 05:49,normal,45,Emily
Activity U,,01.01.10 05:51,normal,45,Junior
Activity B,,01.01.10 05:52,normal,45,Rossie
Activity A,,01.01.10 05:54,normal,46,Micheline
Activity T,,01.01.10 05:55,normal,46,Grayce
Activity AC,,01.01.10 05:57,normal,46,Ling
Activity AE,,01.01.10 05:58,normal,46,Amanda
Activity AD,,01.01.10 06:00,normal,46,Howard
Activity U,,01.01.10 06:01,normal,46,Hoyt
Activity B,,01.01.10 06:02,normal,46,Rossie
Activity A,,01.01.10 06:04,normal,47,Amanda
Activity C,,01.01.10 06:05,normal,47,Lisa
Activity E,,01.01.10 06:07,normal,47,Donald
Activity F,,01.01.10 06:08,normal,47,Keven
Activity D,,01.01.10 06:10,normal,47,Shandi
Activity S,,01.01.10 06:11,normal,47,Brian
Activity B,,01.01.10 06:12,normal,47,Ronald
Activity A,,01.01.10 06:14,normal,48,Sharee
Activity BZ,,01.01.10 06:15,normal,48,Issac
Activity B,,01.01.10 06:17,normal,48,Elisha
Activity A,,01.01.10 06:18,Rework,49,Amanda
Activity C,,01.01.10 06:20,Rework,49,Della
Activity G,,01.01.10 06:21,Rework,49,Clayton
Activity K,,01.01.10 06:23,Rework,49,Sandra
Activity C,,01.01.10 06:24,Rework,49,Della
Activity G,,01.01.10 06:25,Rework,49,Clayton
Activity H,,01.01.10 06:27,Rework,49,Keven
Activity D,,01.01.10 06:28,Rework,49,Issac
Activity S,,01.01.10 06:30,Rework,49,Ronald
Activity B,,01.01.10 06:31,Rework,49,Grayce
Activity A,,01.01.10 06:33,Rework,50,Steve
Activity C,,01.01.10 06:34,Rework,50,Lucy
Activity L,,01.01.10 06:36,Rework,50,Lisa
Activity O,,01.01.10 06:37,Rework,50,Johnny
Activity M,,01.01.10 06:38,Rework,50,Maryellen
Activity D,,01.01.10 06:40,Rework,50,Shandi
Activity S,,01.01.10 06:41,Rework,50,Chan
Activity O,,01.01.10 06:43,Rework,50,Johnny
Activity M,,01.01.10 06:44,Rework,50,Maryellen
Activity D,,01.01.10 06:46,Rework,50,Shandi
Activity B,,01.01.10 06:47,Rework,50,Ronald
Activity A,,01.01.10 06:48,Rework,51,Frances
Activity BD,,01.01.10 06:50,Rework,51,Evelin
Activity BF,,01.01.10 06:51,Rework,51,Evelin
Activity BG,,01.01.10 06:53,Rework,51,Jamika
Activity BE,,01.01.10 06:54,Rework,51,Craig
Activity BQ,,01.01.10 06:56,Rework,51,Frances
Activity BE,,01.01.10 06:57,Rework,51,Craig
Activity BQ,,01.01.10 06:59,Rework,51,Frances
Activity BR,,01.01.10 07:00,Rework,51,Seth
Activity BY,,01.01.10 07:01,Rework,51,Keven
Activity BS,,01.01.10 07:03,Rework,51,Seth
Activity B,,01.01.10 07:04,Rework,51,Ryan
Activity A,,01.01.10 07:06,normal,52,Seth
Activity BC,,01.01.10 07:07,normal,52,Micheline
Activity B,,01.01.10 07:09,normal,52,Tiffiny
Activity A,,01.01.10 07:10,normal,53,Micheline
Activity T,,01.01.10 07:12,normal,53,Joe
Activity V,,01.01.10 07:13,normal,53,Jin
Activity AA,,01.01.10 07:14,normal,53,Jack
Activity W,,01.01.10 07:16,normal,53,Sharee
Activity AB,,01.01.10 07:17,normal,53,Issac
Activity U,,01.01.10 07:19,normal,53,Brian
Activity B,,01.01.10 07:20,normal,53,Tiffiny
Activity A,,01.01.10 07:22,normal,54,Steve
Activity C,,01.01.10 07:23,normal,54,Lisa
Activity E,,01.01.10 07:24,normal,54,Donald
Activity F,,01.01.10 07:26,normal,54,Keven
Activity D,,01.01.10 07:27,normal,54,Sandra
Activity S,,01.01.10 07:29,normal,54,Brian
Activity B,,01.01.10 07:30,normal,54,Ronald
Activity A,,01.01.10 07:32,normal,55,Seth
Activity BC,,01.01.10 07:33,normal,55,Micheline
Activity B,,01.01.10 07:35,normal,55,Tiffiny
Activity A,,01.01.10 07:36,normal,56,Frances
Activity BD,,01.01.10 07:37,normal,56,Brian
Activity BH,,01.01.10 07:39,normal,56,Alpha
Activity BI,,01.01.10 07:40,normal,56,Jin
Activity BE,,01.01.10 07:42,normal,56,Craig
Activity BQ,,01.01.10 07:43,normal,56,Frances
Activity BR,,01.01.10 07:45,normal,56,Jimmy
Activity BX,,01.01.10 07:46,normal,56,Wilton
Activity BS,,01.01.10 07:48,normal,56,Hugo
Activity B,,01.01.10 07:49,normal,56,Rossie
Activity A,,01.01.10 07:50,normal,57,Carmella
Activity BC,,01.01.10 07:52,normal,57,Micheline
Activity B,,01.01.10 07:53,normal,57,Tiffiny
Activity A,,01.01.10 07:55,normal,58,Micheline
Activity BD,,01.01.10 07:56,normal,58,Shandi
Activity BJ,,01.01.10 07:58,normal,58,Donald
Activity BN,,01.01.10 07:59,normal,58,Hassie
Activity BK,,01.01.10 08:00,normal,58,Elisha
Activity BE,,01.01.10 08:02,normal,58,Craig
Activity BQ,,01.01.10 08:03,normal,58,Frances
Activity BR,,01.01.10 08:05,normal,58,Seth
Activity BY,,01.01.10 08:06,normal,58,Pam
Activity BS,,01.01.10 08:08,normal,58,Brant
Activity B,,01.01.10 08:09,normal,58,Ryan
Activity A,,01.01.10 08:11,Rework,59,Amanda
Activity C,,01.01.10 08:12,Rework,59,Lisa
Activity E,,01.01.10 08:13,Rework,59,Donald
Activity F,,01.01.10 08:15,Rework,59,Keven
Activity D,,01.01.10 08:16,Rework,59,Hassie
Activity S,,01.01.10 08:18,Rework,59,Velda
Activity B,,01.01.10 08:19,Rework,59,Tiffiny
Activity F,,01.01.10 08:21,Rework,59,Keven
Activity D,,01.01.10 08:22,Rework,59,Hassie
Activity S,,01.01.10 08:24,Rework,59,Velda
Activity A,,01.01.10 08:25,normal,60,Micheline
Activity BD,,01.01.10 08:26,normal,60,Evelin
Activity BF,,01.01.10 08:28,normal,60,Evelin
Activity BG,,01.01.10 08:29,normal,60,Jamika
Activity BE,,01.01.10 08:31,normal,60,Craig
Activity BQ,,01.01.10 08:32,normal,60,Frances
Activity BR,,01.01.10 08:34,normal,60,Paul
Activity BU,,01.01.10 08:35,normal,60,Vickie
Activity BS,,01.01.10 08:36,normal,60,Rossana
Activity B,,01.01.10 08:38,normal,60,Rossana
Activity A,,01.01.10 08:39,Attribute,61,Micheline
Activity BD,,01.01.10 08:41,Attribute,61,Shandi
Activity BJ,,01.01.10 08:42,Attribute,61,Donald
Activity BN,,01.01.10 08:44,Attribute,61,Hassie
Activity BK,,01.01.10 08:45,Attribute,61,Elisha
Activity BE,,01.01.10 08:47,Attribute,61,Velda
Activity BQ,,01.01.10 08:48,Attribute,61,Tiffiny
Activity BR,,01.01.10 08:49,Attribute,61,Della
Activity BX,,01.01.10 08:51,Attribute,61,Vickie
Activity BS,,01.01.10 08:52,Attribute,61,Tiffiny
Activity B,,01.01.10 08:54,Attribute,61,Ronald
Random activity 43,,01.01.10 08:55,Insert,62,Random user 59
Activity A,,01.01.10 08:57,Insert,62,Sharee
Activity BZ,,01.01.10 08:58,Insert,62,Frances
Activity B,,01.01.10 09:00,Insert,62,Steve
Activity A,,01.01.10 09:01,normal,63,Sharee
Activity BZ,,01.01.10 09:02,normal,63,Issac
Activity B,,01.01.10 09:04,normal,63,Steve
Activity A,,01.01.10 09:05,normal,64,Amanda
Activity C,,01.01.10 09:07,normal,64,Della
Activity G,,01.01.10 09:08,normal,64,Clayton
Activity K,,01.01.10 09:10,normal,64,Sandra
Activity H,,01.01.10 09:11,normal,64,Keven
Activity D,,01.01.10 09:12,normal,64,Issac
Activity S,,01.01.10 09:14,normal,64,Jimmy
Activity B,,01.01.10 09:15,normal,64,Grayce
Activity A,,01.01.10 09:17,normal,65,Micheline
Activity BD,,01.01.10 09:18,normal,65,Junior
Activity BJ,,01.01.10 09:20,normal,65,Johnny
Activity BN,,01.01.10 09:21,normal,65,Hassie
Activity BK,,01.01.10 09:23,normal,65,Elisha
Activity BE,,01.01.10 09:24,normal,65,Craig
Activity BQ,,01.01.10 09:25,normal,65,Frances
Activity BR,,01.01.10 09:27,normal,65,Chan
Activity BY,,01.01.10 09:28,normal,65,Lisa
Activity BS,,01.01.10 09:30,normal,65,Howard
Activity B,,01.01.10 09:31,normal,65,Joe
Activity A,,01.01.10 09:33,normal,66,Sharee
Activity BZ,,01.01.10 09:34,normal,66,Issac
Activity B,,01.01.10 09:36,normal,66,Elisha
Activity A,,01.01.10 09:37,normal,67,Micheline
Activity T,,01.01.10 09:38,normal,67,Joe
Activity V,,01.01.10 09:40,normal,67,Gema
Activity Z,,01.01.10 09:41,normal,67,Doretta
Activity W,,01.01.10 09:43,normal,67,Sharee
Activity AB,,01.01.10 09:44,normal,67,Issac
Activity U,,01.01.10 09:46,normal,67,Sonia
Activity B,,01.01.10 09:47,normal,67,Ronald
Activity A,,01.01.10 09:48,normal,68,Amanda
Activity C,,01.01.10 09:50,normal,68,Hoyt
Activity L,,01.01.10 09:51,normal,68,Pam
Activity N,,01.01.10 09:53,normal,68,Lourdes
Activity M,,01.01.10 09:54,normal,68,Maryellen
Activity D,,01.01.10 09:56,normal,68,Hassie
Activity S,,01.01.10 09:57,normal,68,Velda
Activity B,,01.01.10 09:59,normal,68,Tiffiny
Activity A,,01.01.10 10:00,normal,69,Sharee
Activity BZ,,01.01.10 10:01,normal,69,Frances
Activity B,,01.01.10 10:03,normal,69,Steve
Activity A,,01.01.10 10:04,normal,70,Frances
Activity BD,,01.01.10 10:06,normal,70,Junior
Activity BJ,,01.01.10 10:07,normal,70,Vickie
Activity BN,,01.01.10 10:09,normal,70,Hassie
Activity BK,,01.01.10 10:10,normal,70,Elisha
Activity BE,,01.01.10 10:12,normal,70,Craig
Activity BQ,,01.01.10 10:13,normal,70,Frances
Activity BR,,01.01.10 10:14,normal,70,Tiffiny
Activity BV,,01.01.10 10:16,normal,70,Marilyn
Activity BS,,01.01.10 10:17,normal,70,Clayton
Activity B,,01.01.10 10:19,normal,70,Tiffiny
Activity A,,01.01.10 10:20,normal,71,Sharee
Activity BZ,,01.01.10 10:22,normal,71,Frances
Activity B,,01.01.10 10:23,normal,71,Chan
Activity A,,01.01.10 10:24,normal,72,Carmella
Activity BC,,01.01.10 10:26,normal,72,Micheline
Activity B,,01.01.10 10:27,normal,72,Tiffiny
Activity A,,01.01.10 10:29,Attribute,73,Sonia
Activity C,,01.01.10 10:30,Attribute,73,Hoyt
Activity L,,01.01.10 10:32,Attribute,73,Pam
Activity N,,01.01.10 10:33,Attribute,73,Paul
Activity M,,01.01.10 10:35,Attribute,73,Maryellen
Activity D,,01.01.10 10:36,Attribute,73,Sandra
Activity S,,01.01.10 10:37,Attribute,73,Gema
Activity B,,01.01.10 10:39,Attribute,73,Wilton
Random activity 58,,01.01.10 10:40,Insert,74,Random user 49
Activity A,,01.01.10 10:42,Insert,74,Amanda
Activity C,,01.01.10 10:43,Insert,74,Hoyt
Activity L,,01.01.10 10:45,Insert,74,Lisa
Activity O,,01.01.10 10:46,Insert,74,Marilyn
Activity M,,01.01.10 10:48,Insert,74,Maryellen
Activity D,,01.01.10 10:49,Insert,74,Hassie
Activity S,,01.01.10 10:50,Insert,74,Velda
Activity B,,01.01.10 10:52,Insert,74,Tiffiny
Activity A,,01.01.10 10:53,Rework,75,Micheline
Activity T,,01.01.10 10:55,Rework,75,Grayce
Activity AC,,01.01.10 10:56,Rework,75,Ling
Activity AE,,01.01.10 10:58,Rework,75,Amanda
Activity AD,,01.01.10 10:59,Rework,75,Jin
Activity U,,01.01.10 11:00,Rework,75,Junior
Activity AE,,01.01.10 11:02,Rework,75,Amanda
Activity AD,,01.01.10 11:03,Rework,75,Jin
Activity B,,01.01.10 11:05,Rework,75,Rossie
Activity A,,01.01.10 11:06,normal,76,Carmella
Activity BC,,01.01.10 11:08,normal,76,Micheline
Activity B,,01.01.10 11:09,normal,76,Tiffiny
Activity A,,01.01.10 11:11,normal,77,Steve
Activity C,,01.01.10 11:12,normal,77,Lucy
Activity L,,01.01.10 11:13,normal,77,Lisa
Activity O,,01.01.10 11:15,normal,77,Marilyn
Activity M,,01.01.10 11:16,normal,77,Maryellen
Activity D,,01.01.10 11:18,normal,77,Sandra
Activity S,,01.01.10 11:19,normal,77,Chan
Activity B,,01.01.10 11:21,normal,77,Ronald
Activity A,,01.01.10 11:22,normal,78,Jin
Activity T,,01.01.10 11:24,normal,78,Grayce
Activity AC,,01.01.10 11:25,normal,78,Ling
Activity AE,,01.01.10 11:26,normal,78,Amanda
Activity AD,,01.01.10 11:28,normal,78,Howard
Activity U,,01.01.10 11:29,normal,78,Hoyt
Activity B,,01.01.10 11:31,normal,78,Rossie
Activity A,,01.01.10 11:32,normal,79,Amanda
Activity C,,01.01.10 11:34,normal,79,Lucy
Activity L,,01.01.10 11:35,normal,79,Pam
Activity N,,01.01.10 11:36,normal,79,Paul
Activity M,,01.01.10 11:38,normal,79,Maryellen
Activity D,,01.01.10 11:39,normal,79,Issac
Activity S,,01.01.10 11:41,normal,79,Ryan
Activity B,,01.01.10 11:42,normal,79,Deloras
Activity A,,01.01.10 11:44,normal,80,Seth
Activity BC,,01.01.10 11:45,normal,80,Micheline
Activity B,,01.01.10 11:47,normal,80,Grayce
Activity A,,01.01.10 11:48,normal,81,Micheline
Activity BD,,01.01.10 11:49,normal,81,Brian
Activity BH,,01.01.10 11:51,normal,81,Donald
Activity BI,,01.01.10 11:52,normal,81,Evelin
Activity BE,,01.01.10 11:54,normal,81,Craig
Activity BQ,,01.01.10 11:55,normal,81,Frances
Activity BR,,01.01.10 11:57,normal,81,Chan
Activity BY,,01.01.10 11:58,normal,81,Maryellen
Activity BS,,01.01.10 12:00,normal,81,Chan
Activity B,,01.01.10 12:01,normal,81,Tiffiny
Activity A,,01.01.10 12:02,normal,82,Micheline
Activity BD,,01.01.10 12:04,normal,82,Junior
Activity BJ,,01.01.10 12:05,normal,82,Jamika
Activity BN,,01.01.10 12:07,normal,82,Hassie
Activity BK,,01.01.10 12:08,normal,82,Elisha
Activity BE,,01.01.10 12:10,normal,82,Craig
Activity BQ,,01.01.10 12:11,normal,82,Frances
Activity BR,,01.01.10 12:12,normal,82,Seth
Activity BY,,01.01.10 12:14,normal,82,Lisa
Activity BS,,01.01.10 12:15,normal,82,Howard
Activity B,,01.01.10 12:17,normal,82,Carmella
Activity BC,,01.01.10 12:18,Late,83,Micheline
Activity A,,01.01.10 12:20,Late,83,Carmella
Activity B,,01.01.10 12:21,Late,83,Tiffiny
Activity A,,01.01.10 12:23,normal,84,Seth
Activity BC,,01.01.10 12:24,normal,84,Micheline
Activity B,,01.01.10 12:25,normal,84,Tiffiny
Activity A,,01.01.10 12:27,normal,85,Amanda
Activity C,,01.01.10 12:28,normal,85,Vickie
Activity L,,01.01.10 12:30,normal,85,Doretta
